EventID,Slot,PlayerName,RoleAtRegistration,Teilgenommen,Punkte,Warnungen
DS-2025-11-14-B,1,Globi3000,Start,1,587018,RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,2,Elevn765,Start,1,1612523,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,3,Cupra290,Start,1,1848838,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,4,Maik1234567890,Start,1,2710017,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,5,Pickopf,Start,1,567887,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,6,BjörnBärchi,Start,1,62224,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,7,abu47,Start,1,31608,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,8,CRZDR79,Start,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,9,cindy934,Start,1,159311,RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,10,DevastatorJMI,Start,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,11,Aegolas,Start,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,12,ZANGE,Start,1,682644,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,13,Jane Doe 0815,Start,1,296840,RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,14,Stiegl 13,Start,1,127704,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,15,Colombo123,Start,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,16,Dany Bossss,Start,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,17,Fenworld,Start,1,607079,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,18,Yoda0201,Start,1,233060,RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,19,Schlumpfsoldat 4714,Start,1,345800,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,20,Evil activities,Start,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,1,Yusam83,Ersatz,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,2,Zombie666 80 420,Ersatz,1,716183,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,3,XSCØRPIØN✗,Ersatz,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,4,Kamikaze 82,Ersatz,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,5,Amy0815,Ersatz,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,6,Saribaron,Ersatz,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,7,PustxBlumx,Ersatz,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,8,Baldurbabu,Ersatz,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,9,b1e90ff,Ersatz,1,163319,RESULT_DUPLICATE_ENTRIES(chosen=max);RESULT_PARTICIPATION_SHORTFALL(delta=4)
DS-2025-11-14-B,10,Joschy81,Ersatz,0,0,RESULT_PARTICIPATION_SHORTFALL(delta=4)